|user|ms-1|ms-2|ms-3|ms-4|ms-5|ms-6|ms-7|ms-8|ms-9
566|(41.523039, -87.44794599999999)|{'distance': 1400.43, 'position': (41.524503, -87.431238)}|{'distance': 975.35, 'position': (41.524423999999996, -87.436377)}||{'distance': 49987.25, 'position': (41.484743, -88.046031)}|{'distance': 103.78, 'position': (41.523109999999996, -87.446703)}|{'distance': 46611.52, 'position': (41.499979, -88.00689399999999)}|{'distance': 2348.15, 'position': (41.525301, -87.41990200000001)}|{'distance': 48041.85, 'position': (41.485628, -88.02268899999999)}|{'distance': 2183.48, 'position': (41.525001, -87.42184900000001)}
567|(41.523033999999996, -87.44815399999999)|{'distance': 1403.0, 'position': (41.524505, -87.43141600000001)}|{'distance': 976.87, 'position': (41.524421000000004, -87.436567)}||{'distance': 49969.94, 'position': (41.484743, -88.046031)}|{'distance': 105.79, 'position': (41.523107, -87.446887)}|{'distance': 46578.32, 'position': (41.500029999999995, -88.006707)}|{'distance': 2364.82, 'position': (41.525299000000004, -87.419909)}|{'distance': 48006.57, 'position': (41.485626, -88.022472)}|{'distance': 2184.47, 'position': (41.524973, -87.422042)}
568|(41.52303, -87.448362)|{'distance': 1405.74, 'position': (41.524502000000005, -87.43159100000001)}|{'distance': 978.83, 'position': (41.524421000000004, -87.436752)}||{'distance': 49952.65, 'position': (41.484743, -88.046031)}|{'distance': 92.4, 'position': (41.52310000000001, -87.447256)}|{'distance': 46529.16, 'position': (41.500133999999996, -88.006332)}|{'distance': 2381.66, 'position': (41.525298, -87.419914)}|{'distance': 47971.16, 'position': (41.485628999999996, -88.02225399999999)}|{'distance': 2185.7, 'position': (41.524944999999995, -87.42223200000001)}
569|(41.523027, -87.448572)|{'distance': 1409.4, 'position': (41.524544999999996, -87.431764)}|{'distance': 981.2, 'position': (41.524422, -87.43693400000001)}||{'distance': 49935.2, 'position': (41.484743, -88.046031)}|{'distance': 94.48, 'position': (41.523097, -87.447441)}|{'distance': 46495.81, 'position': (41.500185, -88.006145)}|{'distance': 2398.82, 'position': (41.525297, -87.419917)}|{'distance': 47935.75, 'position': (41.485633, -88.022038)}|{'distance': 2186.9, 'position': (41.524915, -87.42242399999999)}
570|(41.523026, -87.448781)|{'distance': 1410.89, 'position': (41.524556000000004, -87.431957)}|{'distance': 983.45, 'position': (41.524423, -87.437116)}||{'distance': 49917.85, 'position': (41.484743, -88.046031)}|{'distance': 95.24, 'position': (41.523088, -87.44763999999999)}|{'distance': 46462.05, 'position': (41.500236, -88.005952)}|{'distance': 2415.97, 'position': (41.525297, -87.41991900000001)}|{'distance': 47900.35, 'position': (41.485638, -88.021821)}|{'distance': 2187.67, 'position': (41.524885000000005, -87.42262000000001)}
571|(41.52302399999999, -87.448986)|{'distance': 1396.91, 'position': (41.524547000000005, -87.43233000000001)}|{'distance': 985.31, 'position': (41.524423999999996, -87.437299)}||{'distance': 49900.82, 'position': (41.484743, -88.046031)}|{'distance': 95.97, 'position': (41.523094, -87.44783699999999)}|{'distance': 46428.71, 'position': (41.500285999999996, -88.00576)}|{'distance': 2432.71, 'position': (41.525296, -87.419922)}|{'distance': 47863.29, 'position': (41.485675, -88.021584)}|{'distance': 2188.05, 'position': (41.524854999999995, -87.422817)}
572|(41.523022, -87.44918600000001)|{'distance': 1382.59, 'position': (41.524537, -87.432702)}|{'distance': 986.63, 'position': (41.524422, -87.43748299999999)}||{'distance': 49884.21, 'position': (41.484743, -88.046031)}|{'distance': 97.24, 'position': (41.523095000000005, -87.448022)}|{'distance': 46395.2, 'position': (41.500337, -88.005561)}|{'distance': 2448.95, 'position': (41.525295, -87.41992599999999)}|{'distance': 47828.83, 'position': (41.48571, -88.021373)}|{'distance': 2188.1, 'position': (41.524826000000004, -87.423013)}
573|(41.523019999999995, -87.449382)|{'distance': 1383.48, 'position': (41.524534, -87.432887)}|{'distance': 987.33, 'position': (41.524418, -87.43767)}||{'distance': 49867.93, 'position': (41.484743, -88.046031)}|{'distance': 97.65, 'position': (41.523092, -87.448213)}|{'distance': 46361.84, 'position': (41.500391, -88.00536)}|{'distance': 2464.77, 'position': (41.525294, -87.41993099999999)}|{'distance': 47793.95, 'position': (41.485744999999994, -88.021153)}|{'distance': 2188.0, 'position': (41.524798000000004, -87.423207)}
574|(41.523019000000005, -87.449578)|{'distance': 1383.15, 'position': (41.524513999999996, -87.433084)}|{'distance': 987.88, 'position': (41.524415, -87.437859)}||{'distance': 49851.66, 'position': (41.484743, -88.046031)}|{'distance': 97.79, 'position': (41.523088, -87.448407)}|{'distance': 46328.57, 'position': (41.500443999999995, -88.00515999999999)}|{'distance': 2480.09, 'position': (41.525293000000005, -87.41994199999999)}|{'distance': 47759.45, 'position': (41.485784, -88.020938)}|{'distance': 2187.99, 'position': (41.524771, -87.4234)}
575|(41.523017, -87.44977399999999)|{'distance': 1382.26, 'position': (41.52452, -87.433292)}|{'distance': 988.25, 'position': (41.524411, -87.43805)}||{'distance': 49835.38, 'position': (41.484743, -88.046031)}|{'distance': 97.95, 'position': (41.523086000000006, -87.448601)}|{'distance': 46295.38, 'position': (41.500496000000005, -88.00496100000001)}|{'distance': 2494.84, 'position': (41.525290999999996, -87.41995999999999)}|{'distance': 47725.3, 'position': (41.485829, -88.020728)}|{'distance': 2188.07, 'position': (41.524743, -87.42359200000001)}
576|(41.523011, -87.44997799999999)|{'distance': 1383.83, 'position': (41.524513999999996, -87.433477)}|{'distance': 989.29, 'position': (41.524408, -87.43824199999999)}||{'distance': 49818.4, 'position': (41.484743, -88.046031)}|{'distance': 98.82, 'position': (41.523084, -87.44879499999999)}|{'distance': 46261.34, 'position': (41.500549, -88.00476)}|{'distance': 2510.12, 'position': (41.525289, -87.41998)}|{'distance': 47690.58, 'position': (41.485878, -88.02051999999999)}|{'distance': 2188.86, 'position': (41.524716, -87.423784)}
577|(41.523007, -87.450178)|{'distance': 1385.43, 'position': (41.524512, -87.433658)}|{'distance': 989.97, 'position': (41.524404999999994, -87.438434)}||{'distance': 49801.77, 'position': (41.484743, -88.046031)}|{'distance': 99.82, 'position': (41.523081000000005, -87.44898300000001)}|{'distance': 46227.63, 'position': (41.500603, -88.00455900000001)}|{'distance': 2525.04, 'position': (41.525285999999994, -87.42)}|{'distance': 47656.22, 'position': (41.485933, -88.020313)}|{'distance': 2189.3, 'position': (41.524688, -87.423976)}
578|(41.523005000000005, -87.450379)|{'distance': 1387.52, 'position': (41.524512, -87.433834)}|{'distance': 991.0, 'position': (41.524401, -87.438622)}||{'distance': 49785.07, 'position': (41.484743, -88.046031)}|{'distance': 100.83, 'position': (41.52308, -87.449172)}|{'distance': 46193.94, 'position': (41.500657000000004, -88.00435900000001)}|{'distance': 2540.11, 'position': (41.525283, -87.420019)}|{'distance': 47622.1, 'position': (41.485991999999996, -88.02011)}|{'distance': 2189.89, 'position': (41.524660999999995, -87.424167)}
579|(41.523002, -87.450582)|{'distance': 1390.04, 'position': (41.524506, -87.43400600000001)}|{'distance': 991.52, 'position': (41.524395000000005, -87.438818)}||{'distance': 49768.2, 'position': (41.484743, -88.046031)}|{'distance': 102.18, 'position': (41.52308, -87.449359)}|{'distance': 46160.15, 'position': (41.500712, -88.00416)}|{'distance': 2555.44, 'position': (41.52528100000001, -87.420037)}|{'distance': 47588.27, 'position': (41.486054, -88.019913)}|{'distance': 2190.43, 'position': (41.524634999999996, -87.424361)}
580|(41.522998, -87.450789)|{'distance': 1393.2, 'position': (41.524503, -87.434175)}|{'distance': 992.64, 'position': (41.524389, -87.439011)}||{'distance': 49750.99, 'position': (41.484743, -88.046031)}|{'distance': 103.96, 'position': (41.52308, -87.449545)}|{'distance': 46126.2, 'position': (41.500765, -88.003963)}|{'distance': 2571.12, 'position': (41.525279, -87.42005499999999)}|{'distance': 47554.21, 'position': (41.486121000000004, -88.019718)}|{'distance': 2190.88, 'position': (41.524598999999995, -87.424559)}
581|(41.522996000000006, -87.45099599999999)|{'distance': 1396.32, 'position': (41.524499999999996, -87.434344)}|{'distance': 993.72, 'position': (41.524383, -87.439204)}||{'distance': 49733.8, 'position': (41.484743, -88.046031)}|{'distance': 105.64, 'position': (41.52308, -87.449732)}|{'distance': 46092.43, 'position': (41.500818, -88.003768)}|{'distance': 2586.85, 'position': (41.525276000000005, -87.420072)}|{'distance': 47520.46, 'position': (41.486193, -88.019527)}|{'distance': 2191.49, 'position': (41.524572, -87.424756)}
582|(41.522994, -87.45120500000002)|{'distance': 1399.62, 'position': (41.524497000000004, -87.43451300000001)}|{'distance': 995.17, 'position': (41.524378999999996, -87.439395)}||{'distance': 49716.44, 'position': (41.484743, -88.046031)}|{'distance': 107.49, 'position': (41.52308, -87.44991900000001)}|{'distance': 46058.58, 'position': (41.500871, -88.00357400000001)}|{'distance': 2602.58, 'position': (41.525273, -87.420091)}|{'distance': 47486.74, 'position': (41.486270000000005, -88.019339)}|{'distance': 2192.43, 'position': (41.524544999999996, -87.42495100000001)}
583|(41.52299, -87.451414)|{'distance': 1403.03, 'position': (41.524494999999995, -87.434681)}|{'distance': 996.61, 'position': (41.524373, -87.439586)}||{'distance': 49699.06, 'position': (41.484743, -88.046031)}|{'distance': 109.91, 'position': (41.52306899999999, -87.450098)}|{'distance': 46024.81, 'position': (41.500923, -88.003381)}|{'distance': 2618.43, 'position': (41.525271000000004, -87.420109)}|{'distance': 47453.27, 'position': (41.486353, -88.019155)}|{'distance': 2191.56, 'position': (41.524546, -87.42517099999999)}
584|(41.522987, -87.451623)|{'distance': 1409.2, 'position': (41.524551, -87.434825)}|{'distance': 998.03, 'position': (41.524366, -87.43977699999999)}||{'distance': 49681.69, 'position': (41.484743, -88.046031)}|{'distance': 111.65, 'position': (41.523066, -87.45028599999999)}|{'distance': 45990.87, 'position': (41.500976, -88.003186)}|{'distance': 2634.27, 'position': (41.525269, -87.420127)}|{'distance': 47420.25, 'position': (41.486443, -88.01897699999999)}|{'distance': 2191.41, 'position': (41.52453499999999, -87.425381)}
585|(41.522983999999994, -87.45183000000002)|{'distance': 1413.84, 'position': (41.524573000000004, -87.43498)}|{'distance': 999.12, 'position': (41.524350000000005, -87.43996800000001)}||{'distance': 49664.49, 'position': (41.484743, -88.046031)}|{'distance': 113.64, 'position': (41.523063, -87.450469)}|{'distance': 45957.17, 'position': (41.501028999999996, -88.00299199999999)}|{'distance': 2650.02, 'position': (41.52526700000001, -87.420144)}|{'distance': 47387.67, 'position': (41.486538, -88.018803)}|{'distance': 2191.16, 'position': (41.524523, -87.42559)}
586|(41.52298, -87.452036)|{'distance': 1417.75, 'position': (41.524583, -87.435141)}|{'distance': 1000.15, 'position': (41.524328999999994, -87.440158)}||{'distance': 49647.36, 'position': (41.484743, -88.046031)}|{'distance': 115.48, 'position': (41.523059999999994, -87.450653)}|{'distance': 45923.55, 'position': (41.501084, -88.002798)}|{'distance': 2665.7, 'position': (41.525265, -87.42016100000001)}|{'distance': 47355.54, 'position': (41.486637, -88.018634)}|{'distance': 2191.06, 'position': (41.524516999999996, -87.425797)}
587|(41.522976, -87.452244)|{'distance': 1421.75, 'position': (41.524593, -87.435303)}|{'distance': 1001.19, 'position': (41.524303, -87.44034900000001)}||{'distance': 49630.07, 'position': (41.484743, -88.046031)}|{'distance': 117.4, 'position': (41.523057, -87.450838)}|{'distance': 45889.52, 'position': (41.501138, -88.002601)}|{'distance': 2681.54, 'position': (41.525262000000005, -87.42017799999999)}|{'distance': 47323.18, 'position': (41.486734999999996, -88.01846400000001)}|{'distance': 2191.24, 'position': (41.524513999999996, -87.426003)}
588|(41.522973, -87.452452)|{'distance': 1412.59, 'position': (41.524614, -87.435626)}|{'distance': 1002.32, 'position': (41.524273, -87.440538)}||{'distance': 49612.78, 'position': (41.484743, -88.046031)}|{'distance': 119.22, 'position': (41.523054, -87.451024)}|{'distance': 45855.41, 'position': (41.501191, -88.002403)}|{'distance': 2697.3, 'position': (41.525259999999996, -87.42019599999999)}|{'distance': 47291.13, 'position': (41.486836000000004, -88.018298)}|{'distance': 2191.49, 'position': (41.524511000000004, -87.426208)}
589|(41.522971, -87.45266299999999)|{'distance': 1415.47, 'position': (41.524634, -87.435806)}|{'distance': 1004.02, 'position': (41.524233, -87.440721)}||{'distance': 49595.26, 'position': (41.484743, -88.046031)}|{'distance': 121.36, 'position': (41.523050000000005, -87.451209)}|{'distance': 45820.81, 'position': (41.501245, -88.002202)}|{'distance': 2713.37, 'position': (41.525257, -87.420213)}|{'distance': 47259.33, 'position': (41.486938, -88.018138)}|{'distance': 2192.22, 'position': (41.524507, -87.42640999999999)}
590|(41.522973, -87.452875)|{'distance': 1408.27, 'position': (41.524696000000006, -87.436116)}|{'distance': 1006.02, 'position': (41.524193, -87.440901)}||{'distance': 49577.69, 'position': (41.484743, -88.046031)}|{'distance': 123.81, 'position': (41.523046, -87.451391)}|{'distance': 45786.47, 'position': (41.501298999999996, -88.00200500000001)}|{'distance': 2729.49, 'position': (41.525254999999994, -87.42022999999999)}|{'distance': 47227.9, 'position': (41.48704, -88.017983)}|{'distance': 2175.96, 'position': (41.524501, -87.42681699999999)}
591|(41.522974000000005, -87.453087)|{'distance': 1410.94, 'position': (41.52471, -87.43629800000001)}|{'distance': 990.75, 'position': (41.524091, -87.44128)}||{'distance': 49560.11, 'position': (41.484743, -88.046031)}|{'distance': 126.66, 'position': (41.523039, -87.45156800000001)}|{'distance': 45752.14, 'position': (41.501353, -88.001808)}|{'distance': 2745.62, 'position': (41.525253, -87.420247)}|{'distance': 47196.45, 'position': (41.487186, -88.017833)}|{'distance': 2176.68, 'position': (41.524498, -87.42702)}
592|(41.522976, -87.4533)|{'distance': 1413.51, 'position': (41.524718, -87.436481)}|{'distance': 992.3, 'position': (41.524043, -87.441466)}||{'distance': 49542.45, 'position': (41.484743, -88.046031)}|{'distance': 129.29, 'position': (41.523035, -87.451749)}|{'distance': 45717.72, 'position': (41.501407, -88.001611)}|{'distance': 2761.83, 'position': (41.525251, -87.420264)}|{'distance': 47165.6, 'position': (41.487314, -88.01768899999999)}|{'distance': 2179.99, 'position': (41.524518, -87.427195)}
593|(41.522973, -87.453514)|{'distance': 1416.2, 'position': (41.524724, -87.43666400000001)}|{'distance': 993.85, 'position': (41.523994, -87.441654)}||{'distance': 49524.67, 'position': (41.484743, -88.046031)}|{'distance': 131.45, 'position': (41.523032, -87.451937)}|{'distance': 45683.29, 'position': (41.501459999999994, -88.001415)}|{'distance': 2777.9, 'position': (41.525247, -87.420284)}|{'distance': 47135.08, 'position': (41.487446, -88.017551)}|{'distance': 2181.77, 'position': (41.52452, -87.427388)}
594|(41.522969999999994, -87.453727)|{'distance': 1418.91, 'position': (41.524731, -87.436846)}|{'distance': 997.97, 'position': (41.523886000000005, -87.44180200000001)}||{'distance': 49506.97, 'position': (41.484743, -88.046031)}|{'distance': 133.78, 'position': (41.523028999999994, -87.452122)}|{'distance': 45649.02, 'position': (41.501513, -88.00121999999999)}|{'distance': 2793.31, 'position': (41.525243, -87.420311)}|{'distance': 47105.32, 'position': (41.487578000000006, -88.017421)}|{'distance': 2183.19, 'position': (41.524518, -87.42758400000001)}
595|(41.522967, -87.45394)|{'distance': 1421.75, 'position': (41.524741000000006, -87.437027)}|{'distance': 1000.85, 'position': (41.523813, -87.441971)}||{'distance': 49489.27, 'position': (41.484743, -88.046031)}|{'distance': 135.94, 'position': (41.523026, -87.452309)}|{'distance': 45614.92, 'position': (41.501566000000004, -88.001027)}|{'distance': 2808.37, 'position': (41.525237, -87.420342)}|{'distance': 47075.93, 'position': (41.487705, -88.01729499999999)}|{'distance': 2184.39, 'position': (41.52451, -87.42778200000001)}
